# Segments csv created Sun Mar  5 10:54:31 2017
# num_ytids=22160, num_segs=22160, num_unique_labels=527, num_positive_labels=52882
# YTID, start_seconds, end_seconds, positive_labels
_WD9mbwAcrQ, 130.000, 140.000, "/m/015lz1,/m/04rlf,/m/07p6fty,/t/dd00126"
__W-kQho87U, 530.000, 540.000, "/m/015lz1,/m/04rlf,/m/0y4f8,/t/dd00004"
_dH7f7PZkGg, 220.000, 230.000, "/m/015lz1,/m/04rlf,/m/07p6fty,/m/07rwj3x,/t/dd00126"
_hT6LiQ1Cg0, 460.000, 470.000, "/m/015vgc,/m/028sqc,/m/04rlf,/m/04szw,/m/0ggq0m"
_hqkHY0cVEA, 30.000, 40.000, "/m/01d380,/m/07k1x,/m/0_ksk"
_jhqvXtHcD8, 130.000, 140.000, "/m/02hnl,/m/04rlf,/m/04szw,/m/06rvn,/m/0bm02,/m/0xzly"
_o3lX6Qjx9c, 40.000, 50.000, "/m/018vs,/m/01glhc,/m/0342h,/m/04rlf,/m/04szw,/m/0g12c5"
_u2cNlW5DxQ, 160.000, 170.000, "/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/t/dd00125"
_vwBe9ZXWXE, 10.000, 20.000, "/m/01kcd,/m/03_d0,/m/04rlf,/m/04szw,/m/07gql"
_zQTlTCqMzs, 130.000, 140.000, "/m/015lz1,/m/01swy6,/m/0326g,/m/04rlf,/m/0g293"
a2dgzb9GDSQ, 160.000, 170.000, "/m/01d380,/m/07k1x,/m/0_ksk"
a54qawS9wCk, 0.000, 10.000, "/m/015lz1,/m/0k65p,/m/0l15bq"
aBLqpEhu_O8, 190.000, 200.000, "/m/015lz1,/m/028sqc"
aCTm1TcL7z8, 30.000, 40.000, "/m/0342h,/m/04rlf,/m/04szw,/m/06w87,/m/0fx80y"
aEZG-eTGRkI, 390.000, 400.000, "/m/015lz1,/m/02lkt,/m/04rlf,/t/dd00006,/t/dd00126"
aGMdcxeF6Ak, 270.000, 280.000, "/m/015lz1,/m/02lkt,/m/04rlf,/m/07pws3f"
aNHlk9YSaD4, 30.000, 40.000, "/m/03l9g,/m/07k1x"
aQdZtz90Yzw, 140.000, 150.000, "/m/04rlf,/m/04szw,/m/07xzm,/m/0fx80y"
a_r8wKJ8ePw, 30.000, 40.000, "/m/01lyv,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y,/m/0gg8l"
aeDZVfGk7bk, 0.000, 10.000, "/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/t/dd00121"
argBwTHDDVI, 370.000, 380.000, "/m/02bxd,/m/04rlf,/m/04szw,/m/09x0r,/m/0l14qv"
atWaDoSyGgY, 10.000, 20.000, "/m/015lz1,/m/04rlf,/m/05rwpb"
axqtExFY5-s, 30.000, 40.000, "/m/018vs,/m/0326g,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/09x0r,/m/0fx80y"
azlUFirpDLQ, 80.000, 90.000, "/m/015lz1,/m/07rjzl8,/t/dd00126"
b52rvm_Kqcs, 170.000, 180.000, "/m/015lz1,/m/04rlf,/t/dd00004"
b98BJ36K1wo, 200.000, 210.000, "/m/01qbl,/m/026t6,/m/0283d,/m/02hnl,/m/02lkt,/m/03qtq,/m/04rlf,/m/04szw,/m/06rvn,/m/0bm02,/m/0l14md"
b9okANWfTGE, 100.000, 110.000, "/m/015lz1,/m/01swy6,/m/04rlf"
bD1HiaNJDFg, 40.000, 50.000, "/m/015lz1,/m/07rwj3x"
bJluk2cKrew, 150.000, 160.000, "/m/01d380,/m/07k1x,/m/0_ksk"
bTC22WA2gJk, 80.000, 90.000, "/m/015lz1,/m/04rlf,/m/07p6fty"
bU6pKtWRI0I, 290.000, 300.000, "/m/015lz1,/m/02fxyj,/m/04rlf"
bVk3IeUSaIQ, 40.000, 50.000, "/m/015lz1,/m/04rlf,/t/dd00004"
bWYDa6zg5_c, 120.000, 130.000, "/m/01b82r,/m/07k1x,/m/083vt,/m/0_ksk"
bXOYQJ5bU78, 120.000, 130.000, "/m/04rlf,/m/04szw,/m/07kc_"
bkQrvXXIRng, 40.000, 50.000, "/m/01qbl,/m/026t6,/m/02hnl,/m/03lty,/m/04rlf,/m/04szw,/m/06by7,/m/07pt_g0"
bkXrQyDbKtk, 0.000, 10.000, "/m/015lz1,/m/016cjb,/m/02mscn,/m/0z9c"
br4A2uNud50, 200.000, 210.000, "/m/01kcd,/m/04rlf,/m/04szw,/m/07brj,/m/07c6l,/m/07gql"
bsz_enSJSVk, 10.000, 20.000, "/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y"
bzTgzy-5kLQ, 160.000, 170.000, "/m/015lz1,/m/0326g,/m/04rlf"
c5NGOcNyF4g, 70.000, 80.000, "/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g293"
c6Fiz5IznkU, 30.000, 40.000, "/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5"
cAJ0jujAwYE, 80.000, 90.000, "/m/0140xf,/m/015lz1,/m/04rlf,/m/074ft"
cGgvQrJs_QU, 220.000, 230.000, "/m/015lz1,/m/02fxyj,/m/04rlf,/m/09x0r,/t/dd00125"
cHMDIt3-TsE, 30.000, 40.000, "/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5"
cKBekkF-cdo, 230.000, 240.000, "/m/015lz1,/m/04rlf,/m/07rkbfh,/m/09x0r,/t/dd00126"
cQX-WgT0ACQ, 20.000, 30.000, "/m/01glhc,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
cQpK9zs_uv0, 220.000, 230.000, "/m/013y1f,/m/026t6,/m/02hnl,/m/03_d0,/m/03xq_f,/m/04rlf,/m/04szw,/m/0l14md,/m/0l156b"
cTFh8LCBZeQ, 130.000, 140.000, "/m/015lz1,/m/04rlf,/m/06cqb"
cTJqIkSuf6s, 30.000, 40.000, "/m/0155w,/m/015lz1,/m/04rlf,/m/04szw"
cYSW6Y884dA, 180.000, 190.000, "/m/0342h,/m/042v_gx,/m/04rlf,/m/04rzd,/m/04szw,/m/0fx80y,/m/0l14_3"
caFMauLQvd4, 160.000, 170.000, "/m/02bxd,/m/04rlf,/m/04szw"
cdUk-F-5NCI, 300.000, 310.000, "/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/09x0r,/m/0fx80y,/m/0g12c5"
ce03XKuyDtk, 220.000, 230.000, "/m/01b9nn,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/t/dd00125"
chz-GaiNtwE, 60.000, 70.000, "/m/015lz1,/m/04rlf,/t/dd00003"
clR9PInwDb4, 180.000, 190.000, "/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y"
cmPXc2Zg8uw, 230.000, 240.000, "/m/015lz1,/m/0dq0md"
ctJI7pCbxAo, 290.000, 300.000, "/m/015lz1,/m/028sqc,/m/04rlf"
cuYyeS60nlY, 90.000, 100.000, "/m/015lz1,/m/04rlf,/m/06j64v"
czrL9SIOeW0, 560.000, 570.000, "/m/02bm9n,/m/07k1x,/m/07pdjhy,/m/083vt,/m/0_ksk,/m/0l7xg,/t/dd00077"
d61plJ66vE8, 110.000, 120.000, "/m/015lz1,/m/02x8m,/m/04rlf"
d7fMHM4UTmQ, 30.000, 40.000, "/m/01jnbd,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5"
dDbVEkXY5i8, 150.000, 160.000, "/m/015lz1,/m/04rlf,/m/0dls3"
dHDosntsNho, 560.000, 570.000, "/m/015lz1,/m/04rlf,/m/064t9,/t/dd00126,/t/dd00127"
dLpGQuysikk, 30.000, 40.000, "/m/04rlf,/m/04szw,/m/04wptg,/m/07gql"
dMUoyb5VbeE, 30.000, 40.000, "/m/03l9g,/m/07k1x"
dRqTAJlBl-g, 10.000, 20.000, "/m/015lz1,/t/dd00005"
dVf59fZqC-U, 540.000, 550.000, "/m/01d380,/m/07k1x,/m/0_ksk"
dlYrOBvt9IQ, 100.000, 110.000, "/m/015lz1,/m/0gg8l"
dnFBtHwQI1I, 50.000, 60.000, "/m/015lz1,/m/04rlf,/m/07p6fty"
drJaSu3AWhQ, 60.000, 70.000, "/m/0155w,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0fx80y"
ds6kMtDMjaw, 90.000, 100.000, "/m/015lz1,/m/01swy6,/m/04rlf"
dt2FFEM1FFw, 560.000, 570.000, "/m/015lz1,/m/015vgc"
e0GpN9ShlJY, 170.000, 180.000, "/m/015lz1,/m/04rlf,/m/0z9c"
e1PG31QlQmc, 80.000, 90.000, "/m/015lz1,/m/028sqc,/m/04rlf"
eErByiMJk64, 370.000, 380.000, "/m/01d380,/m/07k1x,/m/0_ksk"
eJFZuX0WHgk, 70.000, 80.000, "/m/02hnl,/m/04rlf,/m/04szw,/m/06rqw,/m/07s8j8t"
eK8Sf4MsqYQ, 180.000, 190.000, "/m/07k1x,/m/083vt,/m/08j51y"
eLVzoyc9zPo, 80.000, 90.000, "/m/015lz1,/m/01lyv,/m/04rlf"
eLujcqHJGJ8, 190.000, 200.000, "/m/02hnl,/m/04rlf,/m/04szw,/m/0l156b"
eaJrclwcZb0, 100.000, 110.000, "/m/015lz1,/m/02fxyj"
egOBhLNMnTo, 320.000, 330.000, "/m/04rlf,/m/04szw,/m/07rrh0c,/m/09x0r"
eyY6f4iQDH4, 80.000, 90.000, "/m/01glhc,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
f7jtLE3Q8EE, 290.000, 300.000, "/m/015lz1,/m/015vgc"
f816HjURyVc, 10.000, 20.000, "/m/015lz1,/m/04rlf,/m/06w87,/t/dd00126"
f9k_lFZCzVk, 100.000, 110.000, "/m/015lz1,/m/04wptg"
fCyp3uuCj1k, 70.000, 80.000, "/m/015lz1,/m/04rlf,/m/074ft,/m/0gg8l"
fD1xB9lDbPQ, 30.000, 40.000, "/m/015lz1,/m/04rlf,/m/0y4f8,/m/0z9c"
fE0ngHs8eRw, 30.000, 40.000, "/m/015lz1,/m/01swy6,/m/02bk07"
fIcCtvB-f3s, 0.000, 10.000, "/m/015lz1,/m/07s0s5r"
fJ6ZeWYfLjA, 380.000, 390.000, "/m/015lz1,/m/04rlf,/m/0l14jd"
fLXHaeoBcdg, 80.000, 90.000, "/m/015lz1,/m/01swy6,/m/04rlf"
fPIG7nrpgec, 10.000, 20.000, "/m/02sgy,/m/0342h,/m/039jq,/m/04rlf,/m/04szw,/m/0fx80y,/m/0l14_3"
fTGZEmn3BY4, 30.000, 40.000, "/m/015lz1,/m/015vgc,/m/04rlf,/m/04szw,/m/0ggq0m"
fYvUB-qy4IM, 10.000, 20.000, "/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y"
fiAcNMpd2vM, 270.000, 280.000, "/m/026t6,/m/02hnl,/m/04rlf,/m/04szw,/m/04wptg,/m/0g293"
fp0oCFL6w4o, 160.000, 170.000, "/m/015lz1,/m/04rlf,/m/06rqw"
fsXQHyg5qDI, 120.000, 130.000, "/m/01glhc,/m/0342h,/m/04szw,/m/0fx80y"
ftKCLRd9_no, 80.000, 90.000, "/m/04rlf,/m/04szw,/m/07xzm,/m/09x0r,/m/0fx80y"
fvpDYGzdRmo, 120.000, 130.000, "/m/04rlf,/m/04szw,/m/05lls,/m/05pd6,/m/085jw,/m/0l14j_"
fzQteqr9exo, 380.000, 390.000, "/m/01d380,/m/07k1x,/m/0_ksk"
g8XTU3OalGs, 320.000, 330.000, "/m/01s0ps,/m/04rlf,/m/04szw,/m/05148p4,/m/05r5c,/m/0l14qv"
gIFg6jvXgb4, 500.000, 510.000, "/m/01b9nn,/m/02lkt,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0l14qv"
gIQ4QrKXjCc, 130.000, 140.000, "/m/01jnbd,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/t/dd00125"
gNpzuFPu6q8, 50.000, 60.000, "/m/015lz1,/m/02p0sh1,/m/04rlf"
gPNBdfJ3LlU, 40.000, 50.000, "/m/015lz1,/m/07pws3f"
gRKPtP6TjGQ, 140.000, 150.000, "/m/015lz1,/m/04rlf,/t/dd00004"
gSYtFvD20HU, 70.000, 80.000, "/m/015lz1,/m/01swy6,/m/04rlf"
gSelDRz8Qi8, 10.000, 20.000, "/m/015lz1,/m/07pws3f"
gX9OuOKLLTQ, 70.000, 80.000, "/m/01kcd,/m/04fq5q,/m/04szw,/m/09x0r"
gZiIK5M01jI, 240.000, 250.000, "/m/015lz1,/m/04rlf,/t/dd00034"
g_l0TF4GKKc, 60.000, 70.000, "/m/01swy6,/m/04rlf,/m/04szw"
gav-nv3HN9Q, 130.000, 140.000, "/m/01d380,/m/07k1x,/m/0_ksk"
geucyvw8z0Y, 340.000, 350.000, "/m/04rlf,/m/04szw,/m/07brj"
gffng5G4X4w, 270.000, 280.000, "/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y"
ggOYjrzPNuQ, 60.000, 70.000, "/m/01d380,/m/07k1x,/m/0_ksk"
gkMbHlNAFig, 30.000, 40.000, "/m/015lz1,/m/05rwpb"
gpEU6RafUf0, 30.000, 40.000, "/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y"
gsIB8HjsRtw, 100.000, 110.000, "/m/015y_n,/m/04rlf,/m/04szw,/m/0mkg"
gx1XWZJcLbs, 180.000, 190.000, "/m/04rlf,/m/04szw,/m/0xzly"
gyVm1JCQeZM, 30.000, 40.000, "/m/02v2lh,/m/02w4v,/m/04rlf,/m/04szw"
hBLotV-d_gQ, 30.000, 40.000, "/m/01h82_,/m/01j4z9,/m/01jwx6,/m/02mk9,/m/07k1x,/m/07pb8fc,/m/07yv9,/m/0_ksk"
hCELSy7hVKE, 80.000, 90.000, "/m/04rlf,/m/04szw,/m/07kc_"
hD1u-7ROwZg, 160.000, 170.000, "/m/015lz1,/m/028ght,/m/0l14jd"
hHqrcLiKJRg, 30.000, 40.000, "/m/015lz1,/m/01lyv,/m/04rlf,/m/0gg8l"
hRQJgZVxRX0, 30.000, 40.000, "/m/02sgy,/m/0342h,/m/03lty,/m/04rlf,/m/04szw,/m/06by7,/m/09x0r,/m/0dl5d,/m/0dls3,/m/0fx80y"
hVVrl9FkKnY, 240.000, 250.000, "/m/0155w,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
hZfCziBaGTI, 0.000, 10.000, "/m/0342h,/m/04rlf,/m/04szw,/m/07xzm,/m/0fx80y"
hheF-AgCqIg, 50.000, 60.000, "/m/04rlf,/m/04rzd,/m/04szw,/m/0fx80y,/t/dd00125"
hjrl1KHEuqE, 150.000, 160.000, "/m/0145m,/m/015lz1,/m/04rlf,/m/064t9"
hk-1KRWTM-4, 100.000, 110.000, "/m/015lz1,/m/0fx80y,/m/0y4f8"
hlHb9HwNxk8, 110.000, 120.000, "/m/015lz1,/m/04rlf,/m/05lls,/m/0ggq0m"
hrCf8rMBtA8, 70.000, 80.000, "/m/015lz1,/m/04rlf,/t/dd00031"
i3mQ9DLYf90, 30.000, 40.000, "/m/015lz1,/m/04rlf,/m/0ytgt,/t/dd00005"
i70a79YhlMk, 30.000, 40.000, "/m/03m5k,/m/04rlf,/m/04rzd,/m/04szw,/m/09x0r,/m/0l14_3"
i9QDmJWTCgs, 30.000, 40.000, "/m/015lz1,/m/0k65p"
iELDexqH6mc, 30.000, 40.000, "/m/015lz1,/m/04rlf,/m/07brj"
iFWtsT5zRKo, 40.000, 50.000, "/m/015lz1,/m/01lyv"
iO0on6ds5iQ, 20.000, 30.000, "/m/015lz1,/m/03r5q_,/m/04rlf"
iRrlIORqOS8, 10.000, 20.000, "/m/015lz1,/m/028sqc,/m/04rlf"
ib8pMT_ug7o, 30.000, 40.000, "/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5"
idVCpQaByc4, 70.000, 80.000, "/m/015lz1,/m/04rlf,/m/0l14jd,/m/0z9c"
iePMcLYozYY, 90.000, 100.000, "/m/018vs,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y"
iel0PbOEiy0, 30.000, 40.000, "/m/015lz1,/m/04rlf,/m/0dq0md"
ig0P1xrta2c, 170.000, 180.000, "/m/015lz1,/m/04rlf,/m/05lls"
ihJT65fZaHY, 30.000, 40.000, "/m/01jnbd,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y"
ihVFtOD-6nM, 170.000, 180.000, "/m/015lz1,/m/04rlf,/m/0dq0md"
iyB-_U-E5hI, 110.000, 120.000, "/m/015lz1,/m/04rlf,/m/07sr1lc"
iyB5q7bb1l8, 260.000, 270.000, "/m/0342h,/m/04rlf,/m/04szw,/m/07xzm,/m/0fx80y,/t/dd00125"
izVCz3P43p8, 10.000, 20.000, "/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y"
j-TVVmVmygg, 300.000, 310.000, "/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07xzm,/m/0fx80y"
j01x2lAFRwk, 160.000, 170.000, "/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
j0UMI2DrnMA, 130.000, 140.000, "/m/018j2,/m/04rlf,/m/04szw,/m/07y_7,/m/0l14_3"
j4xCqaC6mks, 510.000, 520.000, "/m/015vgc,/m/04rlf,/m/04szw,/m/0ggq0m"
jArXYgAYrEc, 70.000, 80.000, "/m/01j4z9,/m/07k1x,/m/09x0r,/m/0_ksk"
jKRf9VEeEok, 30.000, 40.000, "/m/01b82r,/m/07k1x,/m/083vt,/m/0_ksk"
jOwibmxQe8M, 30.000, 40.000, "/m/015lz1,/m/04rlf,/m/05fw6t,/m/074ft"
jcZQhxb5lyw, 190.000, 200.000, "/m/015lz1,/m/0y4f8,/m/0z9c"
jjNxc9Zf9s8, 320.000, 330.000, "/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y,/t/dd00125"
joT4HP_Mu0s, 90.000, 100.000, "/m/01p970,/m/028sqc,/m/04rlf,/m/04szw"
jpSHNW96fEQ, 120.000, 130.000, "/m/0155w,/m/0342h,/m/04rlf,/m/04szw"
jxsYH_vjW2I, 220.000, 230.000, "/m/015lz1,/m/05r6t"
k2l0bCmIOB0, 60.000, 70.000, "/m/015lz1,/m/04rlf,/m/07p6fty"
k8AE-vqWbm4, 10.000, 20.000, "/m/015lz1,/m/04rlf,/m/05lls,/m/0l14jd"
kH-F9JzC7eE, 80.000, 90.000, "/m/0342h,/m/04rlf,/m/04szw,/m/07xzm,/m/09x0r,/m/0fx80y"
kIEEDYowZhA, 100.000, 110.000, "/m/018j2,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
kSxboTQfH-E, 10.000, 20.000, "/m/04rlf,/m/04szw,/m/07szfh9,/m/0l14qv"
kVaQA3PhSio, 0.000, 10.000, "/m/04rlf,/m/04szw,/m/07kc_"
kZECRl2sG7U, 120.000, 130.000, "/m/015lz1,/m/04rlf,/m/06cqb,/m/0g293"
kdlsA_olfVs, 100.000, 110.000, "/m/015lz1,/m/04rlf,/m/0ln16"
kf50dAfvfco, 10.000, 20.000, "/m/015lz1,/m/0261r1,/t/dd00125"
khY9C2H5u9s, 70.000, 80.000, "/m/03cl9h,/m/04rlf,/m/04szw,/t/dd00125"
kkOGbgGJLF4, 170.000, 180.000, "/m/015lz1,/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/06by7,/m/0fx80y"
kmZFn-CQ19A, 30.000, 40.000, "/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y,/m/0gg8l"
kmo9e7DzKlk, 160.000, 170.000, "/m/015lz1,/m/04rlf,/m/05w3f"
knHnuYdzlGg, 90.000, 100.000, "/m/015lz1,/m/04rlf,/m/07p6fty,/t/dd00126"
kp5OxEzxuSg, 280.000, 290.000, "/m/01qbl,/m/026t6,/m/0283d,/m/02hnl,/m/02lkt,/m/04rlf,/m/04szw,/m/06rvn"
kuj0Oi2_7yU, 0.000, 10.000, "/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y"
kw2wPVxUgQY, 150.000, 160.000, "/m/015lz1,/m/04rlf,/t/dd00035"
lAMiOhScSPg, 60.000, 70.000, "/m/015lz1,/m/06j6l"
lSbCqHZy_l4, 110.000, 120.000, "/m/015lz1,/m/016cjb,/m/0l14jd"
lacvOs_2sxw, 20.000, 30.000, "/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0g12c5"
lfCWGQ6URds, 60.000, 70.000, "/m/04rlf,/m/04szw,/m/07brj,/m/0l14md"
lim2KRJVpHQ, 490.000, 500.000, "/m/015lz1,/m/015vgc,/m/04rlf"
ljkxjmTcFuE, 160.000, 170.000, "/m/015lz1,/m/04rlf,/m/0dq0md"
lnrNzyDHTe8, 170.000, 180.000, "/m/015lz1,/m/04rlf,/m/07sr1lc"
loyHHBilYPM, 80.000, 90.000, "/m/026t6,/m/02hnl,/m/04rlf,/m/04szw,/m/0l14md,/m/0l156b"
lxDDJu4Sgco, 130.000, 140.000, "/m/015lz1,/m/04rlf,/m/05r6t"
lz8Y28KnnFM, 60.000, 70.000, "/m/04rlf,/m/04szw,/m/09x0r,/m/0b9m1"
m0W_WgQl_8c, 30.000, 40.000, "/m/04rlf,/m/04szw,/m/05rwpb,/m/064t9"
m8poFnEbvW8, 180.000, 190.000, "/m/0342h,/m/04rlf,/m/04szw,/m/06by7,/m/0dl5d,/m/0fx80y"
mB2FAS0DNkk, 60.000, 70.000, "/m/015lz1,/m/04rlf,/m/064t9,/m/07sr1lc"
mFcHGbnNtSQ, 70.000, 80.000, "/m/0155w,/m/015lz1,/m/03_d0,/m/04rlf,/m/0b9m1"
mMT1kEejAG8, 20.000, 30.000, "/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
mRKud6yP4iU, 440.000, 450.000, "/m/03_d0,/m/04rlf,/m/04szw"
mU6cfEWw5Og, 180.000, 190.000, "/m/04rlf,/m/04szw,/m/07brj,/m/09x0r,/m/0l14md"
maeSHVZX8xc, 60.000, 70.000, "/m/015lz1,/m/02fxyj,/m/04rlf,/m/0l14jd,/m/0y4f8,/m/0z9c"
miolIDLT1MY, 90.000, 100.000, "/m/015lz1,/m/04rlf,/t/dd00031"
mjZylz3nCwQ, 230.000, 240.000, "/m/04rlf,/m/04szw,/m/05pd6,/m/07y_7,/m/0ggq0m,/m/0l14_3"
mjeUSD_pC9I, 50.000, 60.000, "/m/015lz1,/m/01swy6,/m/028sqc,/m/04rlf,/m/064t9,/m/074ft"
mmWIB3zPx9U, 30.000, 40.000, "/m/04rlf,/m/04szw,/m/07xzm,/t/dd00125"
msnm_tYXcYw, 40.000, 50.000, "/m/04rlf,/m/04szw,/m/0l14md,/m/0l156b"
mwLrABPxvgA, 50.000, 60.000, "/m/04rlf,/m/04szw,/m/0l14md,/m/0l156b"
n179cK8EubU, 320.000, 330.000, "/m/01jnbd,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y,/m/0g12c5"
n1PTn_NH_K0, 150.000, 160.000, "/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/09x0r,/m/0fx80y"
n3EeS2mVU5w, 30.000, 40.000, "/m/0326g,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
n6qb1iEF-Oc, 240.000, 250.000, "/m/015lz1,/m/0dq0md"
nG85YFR3o6U, 50.000, 60.000, "/m/015lz1,/m/04rlf,/m/074ft,/m/0dq0md"
nHGis4rLffU, 270.000, 280.000, "/m/04rlf,/m/04rzd,/m/04szw"
nHsPhNQzMsI, 10.000, 20.000, "/m/015lz1,/m/04rlf,/m/0dq0md,/m/0jtg0"
nJaezskegdc, 20.000, 30.000, "/m/015lz1,/m/04rlf,/m/0y4f8,/m/0z9c"
nMFzsQ3sACs, 60.000, 70.000, "/m/015lz1,/m/04rlf,/m/0l14jd"
nck7Z9MtNIU, 60.000, 70.000, "/m/015lz1,/m/04rlf,/m/07brj"
njz6QG61ER0, 0.000, 10.000, "/m/01b9nn,/m/02rr_,/m/04rlf,/m/04szw,/m/0l14qv"
noYeBRk2XE8, 90.000, 100.000, "/m/015lz1,/m/04rlf,/m/05w3f"
nqcVA89BD6I, 30.000, 40.000, "/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y"
nqmGwbxUzlk, 70.000, 80.000, "/m/015lz1,/m/015y_n,/m/04rlf"
nr4zrWT3uqc, 190.000, 200.000, "/m/04rlf,/m/04szw,/m/0l156b"
nvrMO6TDu2g, 110.000, 120.000, "/m/015lz1,/m/0326g,/m/04rlf,/m/0g293"
nxY70AIQ760, 20.000, 30.000, "/m/015lz1,/m/04rlf,/m/09x0r,/m/0y4f8,/m/0z9c"
o28FYkti1eQ, 10.000, 20.000, "/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt"
o2bqT0ZTz7E, 70.000, 80.000, "/m/015lz1,/m/0ggq0m"
o3OV3Ohbeh4, 30.000, 40.000, "/m/015lz1,/m/01swy6,/m/04rlf"
o4eDxGJISqM, 30.000, 40.000, "/m/015lz1,/m/04rlf,/m/07qfr4h,/m/09x0r,/t/dd00128"
oARFeTnImOg, 20.000, 30.000, "/m/0342h,/m/04rlf,/m/04szw,/m/07xzm,/m/09x0r,/m/0fx80y"
oBBTqXQFTiA, 80.000, 90.000, "/m/015lz1,/m/0g293"
oPiyXhxRGe4, 50.000, 60.000, "/m/04rlf,/m/04szw,/m/06by7,/m/07pt_g0"
oQm0ck6H2eE, 130.000, 140.000, "/m/015lz1,/m/04rlf,/m/07pws3f"
oRwoG6-jeqE, 30.000, 40.000, "/m/015lz1,/m/04rlf,/m/07brj"
oSDZZHN77PI, 80.000, 90.000, "/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0b_fwt,/m/0fx80y,/t/dd00125"
oTEXk4wk37k, 460.000, 470.000, "/m/015lz1,/m/04rlf,/m/07rwj3x,/m/07sr1lc"
oYk0I5lY9Tg, 30.000, 40.000, "/m/04rlf,/m/04szw,/m/09x0r,/m/0cfdd"
ojgJBPjlFXk, 170.000, 180.000, "/m/015lz1,/m/04rlf,/m/0dq0md"
or4JO4dp6F0, 40.000, 50.000, "/m/01d380,/m/07k1x,/m/0_ksk"
ou3LJpAM4mk, 80.000, 90.000, "/m/0145m,/m/015lz1,/m/04rlf,/m/06bxc,/m/0glt670"
ouVuF-y8bog, 30.000, 40.000, "/m/01b9nn,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5"
oxhFIoExrMk, 30.000, 40.000, "/m/015lz1,/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
oyAAhjGTNvQ, 0.000, 10.000, "/m/018j2,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y,/m/0l14_3"
p-prnRAq-dM, 20.000, 30.000, "/m/028sqc,/m/04rlf,/m/04szw,/m/05pd6,/m/05r5c"
